kp0_x,kp0_y,kp1_x,kp1_y,kp2_x,kp2_y,kp3_x,kp3_y,kp4_x,kp4_y,kp5_x,kp5_y,kp6_x,kp6_y,kp7_x,kp7_y,kp8_x,kp8_y,kp9_x,kp9_y,kp10_x,kp10_y,kp11_x,kp11_y,kp12_x,kp12_y,kp13_x,kp13_y,kp14_x,kp14_y,kp15_x,kp15_y,kp16_x,kp16_y,kp17_x,kp17_y,kp18_x,kp18_y,kp19_x,kp19_y,kp20_x,kp20_y
100.78120443879472,188.90513111029037,61.76207489722531,149.52776104584322,33.9639246811748,107.69521734263829,7.419462825962393,78.0909127935723,-15.356798152323321,52.451094765483035,82.35837114386467,64.44251644652161,83.18508357854112,23.57894907005991,76.21477626732148,7.7411863710184745,68.54334714883565,-0.10727564894869752,111.0499837176322,77.39285170235628,83.4084728475849,47.025825731650656,50.086857872129144,71.48445714310802,30.311812110787315,97.75575098262907,130.15991566626465,103.87638563327988,84.75775705910934,116.63713645262612,43.90267501963325,139.50427256276703,16.807706085520003,154.41827927223474,139.26506396884085,137.2880685525246,114.2163702760846,152.3966536110966,91.90944001878867,161.79446177137893,75.52616652134344,163.2337453284054
102.01280903830839,188.0677152452114,62.92764596896206,148.5711555833061,34.327614213903836,107.21139760852094,7.234532411462395,78.2338369749936,-15.868576556469629,53.18080610281779,85.48942602798617,64.92836120723202,82.96094862223751,25.94154291376252,73.81226373289451,10.288777747093897,65.19984728580526,0.9498365299501713,112.46763913991308,78.35075880827995,82.73275457601522,47.99104158242639,48.44428169670553,71.98024754815125,28.533627591586733,97.42739347653182,130.32315271579103,105.0913141456504,84.672408516851,115.94432128063686,43.878404454900654,138.43946189301582,17.41503980552397,153.15446777491854,138.69553516253475,138.85970103671775,113.32671877890174,152.58870698879724,91.02158468124385,161.67306250977373,75.03756719240198,163.0314137064476
102.95025352377685,187.3499762257744,64.16260159563416,147.1603371590746,35.48582528539787,105.59676161946213,8.025687456935271,76.79762780571251,-15.646989108377534,52.48454346495816,85.52680507732842,66.05247105175563,81.7795413688575,29.017049102812145,71.71346457512982,14.556039542768964,62.88686192089183,5.7118506966499805,113.16155651633804,78.50362475270808,84.31203908798624,47.792135993473444,49.89177597763247,71.17509720069869,29.22971634190053,96.39963791368316,131.22973128943428,103.94012866786595,84.64675879169971,116.62711855695757,44.33180391535615,138.99551628426772,17.94469646668291,153.21593576356292,139.14918348943849,136.1469844115138,111.87435481348211,152.19218667849404,89.53615607675452,161.8823470609748,73.19184607360266,163.2425839179961
102.47603030278455,186.09277589918688,63.58508446223317,147.31986529907465,35.31213499573826,106.04185049975538,9.337012047931143,76.35271057554684,-14.063175953809786,51.53815979702926,85.46044304145609,66.42856035526505,80.71634363585638,30.50027745118331,68.62595454255612,19.209591820780176,57.540166688385,14.521438325499762,112.74658645846202,78.03427553965166,84.30582857747073,47.02081316689754,50.76149296427859,69.4765782288447,29.92408950884765,94.67382019085518,130.49045027119757,103.15958808630644,84.65624457202779,116.38206511303895,44.85578234213657,138.11811744647497,18.38849070094459,152.18276421553225,137.53631445335498,135.37135323251286,108.34735714555768,151.44184506170302,86.86257885550398,160.29156427120776,71.23894846891712,161.08273852117088
98.91554037772254,182.38104922760564,60.859653973000285,147.0303200820684,32.74354249792551,107.10295504548735,8.105952281582525,77.38989647251185,-13.97849926738388,52.3228089091471,82.56006199925064,65.06313425069416,84.50731216975241,27.269808250527365,75.68425717969484,12.238765696761831,66.24539153334204,5.957444031028448,111.40021182572593,77.09320998877743,85.19330474378515,46.668319118452935,51.646941064486796,69.7786996110599,31.105355586338888,95.08395623200204,129.93727833888784,102.82279535038379,85.66026777449086,115.75597644473781,45.92021099388402,137.48986453539774,19.904355438094207,151.32784432864963,137.99384714334496,135.7063012091968,109.19464166355785,151.41761127338683,86.89027181517416,161.1522525210087,70.65244485382733,162.37466549487857
102.56739273529546,186.80043707958345,63.68615986815889,148.2215419112142,35.5493895791892,108.03660739087881,9.328232762755897,78.79361959284981,-12.687358085329285,53.50936460612636,87.83894967466726,68.42060607746488,79.33947111756842,33.67673481837356,65.1673071932091,26.87461727799024,55.029147410284,27.595355907276442,113.80368193897891,80.07458004117066,82.90138494831272,46.65928916189688,49.711177373238264,68.83305721891347,31.554477113760818,94.65864491790465,130.6780815712191,105.09151345920512,81.97186132027173,115.60543337994243,42.48762226279611,137.49122443670697,17.827728225847324,152.2467652889277,136.7291391844971,136.80780579691927,108.07800362662134,150.5513560453755,86.62255260306613,159.21735205753956,71.49755529832346,160.51027562963074
98.4844338706594,178.9170581799912,61.161651879296684,146.87066947740564,33.43835570944533,108.03682640346246,9.414168200014284,79.69704318215594,-11.84962727434086,54.378788264953606,79.63895003953392,64.976158699954,83.06801980197419,25.629586751235912,77.56814335764776,7.83281598511918,70.26271041305587,-0.8734761483899769,108.56785573883283,76.10810534846932,83.35503294346711,44.153552280637655,51.3555487770496,68.37357690550473,31.074727018926364,94.67892991463769,127.79639023377132,101.377251517247,82.03751445632346,115.35998986314911,44.05719327828453,137.61073219795074,19.35506200005436,151.38500477590011,136.9881342155817,133.87930922436843,110.30793494157783,148.95880997777977,90.31863434435607,158.299107191489,75.10459563547069,158.6732438975004
99.44206936515656,181.260879582848,62.3330794359584,145.66540062524507,34.54459737551184,106.33535589966304,8.334854247542737,78.63225087117219,-13.101304050820785,53.59640194450846,80.31340062331499,67.02107805192826,81.43067699602615,27.415968093336694,74.84369561206613,9.933845106759996,67.294984092752,0.9965011308104782,108.28935739056944,78.50448912995728,79.98689701717929,46.88268749218453,48.82523883998984,69.4619252047646,30.010584509550128,95.39496173280418,126.73868631483785,103.75544718853628,79.74620124085678,115.97488464002032,42.92095465066765,137.34510391063924,18.365909222597317,151.3595174037697,134.7452852898989,135.8001932846246,106.37795768925355,149.59138341551628,86.95669867334422,158.0213257744584,72.33608206735013,159.27425247873023
100.29370704194531,178.2275153466699,62.993962856424154,143.8060709231726,35.50033723528905,104.91219890222426,9.568292758011538,78.24693080865492,-12.0436077465624,54.35925401669121,80.48336542050922,65.72246424458909,84.88796672696039,23.950439784030632,79.58509286586849,6.86030968348217,72.56489520134687,-0.9711049097946653,108.7863219559041,77.71286645727014,80.6331474114435,45.48713829608265,48.769370607981195,69.8357868795089,29.936298799189412,96.23337298531169,127.13966887023636,103.08227016140376,79.73443056712725,115.8437145431254,42.4943008554829,138.25122037880524,18.30310330485011,152.2074261567417,135.37170848833136,134.31665549873682,106.42866314962565,148.26041651583478,86.19110951747125,157.71084170821933,71.3009509271835,159.39874220561975
99.45976857337104,176.93336408396098,63.87568304501859,142.20078379276248,36.70143582029685,103.07710904293165,10.387625188134997,76.19867006489883,-11.94078225915276,52.41843233966732,77.47067116830024,63.3125919306394,86.36549451561186,19.221593347394,81.51284342890223,3.631463082333599,73.18021002466473,-0.6127229489474477,106.30760760025869,75.44256979733633,79.21713555727506,44.687995501075854,48.071237222816364,70.65928184216827,28.788693151595222,98.78744808456926,125.3852982980601,101.02782308109444,79.54686542257048,113.71434690951357,44.07274435578252,135.56662237156465,20.169007760408526,150.05054015059528,134.1362185143303,132.4573512238898,103.67529960254497,147.87424909029033,83.59086411057775,158.41922333164294,68.72874544323807,161.36963910476146
103.94424105320833,176.61337893519033,64.24958372677504,142.36531318831177,35.225414365955395,104.43290603199652,9.398921379374656,78.73025052344455,-9.779619394696443,54.63546022686436,79.06875929215758,61.592298677848774,93.84021273562053,13.861404701646059,87.2645719578153,1.5072864699351434,77.17424834569003,2.452330105636636,109.03671944434834,73.06375487451369,84.27218300806273,43.15166922591013,51.41452548957129,70.32315688285776,33.07392224444962,97.49090560670889,127.35806084876411,97.73778548560995,78.85407879681063,114.97451337581363,41.020970000405406,139.46449275483707,18.69976582528308,154.2111855431966,135.56186030597428,128.2281679868608,103.32423677806112,146.39594863885497,82.85131029597001,157.41039344212618,69.44579158309708,159.38918157920932
104.1262482962699,176.96558640020012,63.0486133488113,141.22533938083512,33.82267880530156,100.97771200844728,8.482638855020909,75.26806647595787,-9.428127096831988,50.295304354018754,79.04687134067983,60.14330353837841,100.80196833426896,6.72071235318354,87.78211771268421,1.9151904737923267,72.97328273557454,13.261911158933147,109.20576654291064,73.39300512702688,82.7718138796029,43.1627100554302,48.57042988959939,71.2202814884263,30.778222921352462,98.86326603247839,127.63724898493776,99.24648181716755,77.48671743648919,115.91537259063404,40.594741637866804,138.14088082478972,18.02589955529104,150.96429930295548,136.4826851617258,129.1043758823416,101.3665834310644,146.86999834774855,82.12866559493551,158.46958034841862,70.2920597302529,159.78705918160378
109.30480289285008,180.0004784982189,64.53805605265694,143.55434922665938,34.54950798993168,102.18698331990423,8.877192458430407,77.34904228740548,-8.299287232935688,52.44815031235165,82.0104736891486,57.12124246945954,104.45154645722903,-0.6921102422965316,84.51771052296004,-0.17112764173707506,67.26423427793924,20.386947506048276,111.92112474757485,70.43717921332843,81.39010067863232,43.2505473237465,47.209754263857924,71.15774485639018,33.351603899379235,98.22573641773681,129.97408346890137,96.71990514431832,75.89117520969776,116.58502329417298,38.097228685006336,139.41563497656244,16.802889789044425,152.09830036470686,138.93559538632095,126.74730661597826,99.69849327149791,147.09700811146584,80.0878766418891,159.52047657525344,69.84719477995927,160.59154007979427
113.99035910771154,183.38633336430178,66.79401731436064,143.60123260565518,36.97638059461879,99.86306649312266,10.745877971098981,76.43400560555068,-8.708769514389909,51.06797816876697,82.0052898375195,53.676845456696626,104.93421045966316,-4.182855355828049,86.86165320627542,-6.3207940892012,69.36024581198728,13.836575857496497,113.35127587607853,67.02285589237748,81.65983128469026,40.94674937319137,48.59732350581364,68.16566470414007,34.801228369218606,95.36967150507927,131.24761505475456,93.39042253612908,74.47545294884915,111.36485556870522,37.10130626907753,137.23810143225109,16.288538454265726,153.0033610291863,138.43459408739037,124.15574064161468,97.75457608628562,142.5431894420576,78.81542545122701,153.93400233153824,68.94018948147146,155.3868355898296
114.8041336542961,183.6763707268918,67.54367339598167,145.70082533347872,35.73830471702858,101.58278283132823,8.77072759983351,75.14691891104854,-8.485893519585376,48.01200204919657,80.67565940258515,51.474258913356365,104.60839271127739,-9.2605235024193,83.66931827955148,-7.972875169196857,65.51894041592462,14.959322513220705,112.61054161404246,65.29349193948873,79.19654674213056,41.16180963599701,45.35475542638381,70.66816056755665,32.24995716921958,98.72764270808031,131.2007181398836,92.48427071469685,71.74367035631114,112.86643640738791,35.08165437430672,139.283744459739,15.559635595019095,154.8147950252341,138.93981040988572,123.49824704123341,94.87704696052441,143.9628528142109,74.79523150852282,158.5229066221571,64.89490948603105,161.46255375232488
117.33992566503483,186.53138654716568,67.14015647061234,147.5052124403462,35.34126435146295,103.69601175332633,9.254748771067764,76.63748066147255,-10.300379984660372,48.48097125068079,80.5299647440452,51.11090686043109,104.25335760652365,-10.089852690674816,83.49807770014475,-9.826281395230533,66.25689345014324,11.884071135382106,112.24034821744083,64.56657219740839,79.52174906501509,42.33328771095623,45.55162011236528,70.53337324794008,33.16896055312191,97.35255768389183,130.76872365493998,92.08054755146608,71.63763351198408,112.085938741471,34.38555956361277,137.06012378559427,14.499522819879449,152.14459965697873,138.94467049178067,123.63569083053585,94.9304642797091,143.72963041968305,74.25424870233353,156.99204703952807,63.39337624877894,159.7700899938717
