kp0_x,kp0_y,kp1_x,kp1_y,kp2_x,kp2_y,kp3_x,kp3_y,kp4_x,kp4_y,kp5_x,kp5_y,kp6_x,kp6_y,kp7_x,kp7_y,kp8_x,kp8_y,kp9_x,kp9_y,kp10_x,kp10_y,kp11_x,kp11_y,kp12_x,kp12_y,kp13_x,kp13_y,kp14_x,kp14_y,kp15_x,kp15_y,kp16_x,kp16_y,kp17_x,kp17_y,kp18_x,kp18_y,kp19_x,kp19_y,kp20_x,kp20_y
68.28781097954962,98.00049279127242,40.77543714479209,84.49686153583774,28.029879091963906,78.23696525759833,11.081085317071581,83.9905169263039,-3.8799345161732264,88.0454198922202,92.63523175646341,59.83209961016348,85.2719312149338,60.57365817698539,67.94447750166492,68.25320109409012,50.01204038445248,71.52118793190513,114.07279578094888,75.16806678166925,75.09126522729603,102.81075386644656,38.32965112827754,112.55554147432684,11.165431988634575,110.45301262461426,120.81977905938821,97.49216123632868,81.19161639032362,129.46321132566646,39.46411768284486,145.31531374788037,5.066968471413861,150.33760149904413,119.87465823723116,119.32140683974441,105.57178038668583,148.97600688616214,79.04457428568419,157.10464183898446,54.28061884746792,155.69657441273353
122.31406734632981,96.10071030053015,116.4873988526807,74.00930408192461,99.36445974597746,58.50728682363237,89.60792278592344,49.79469328679392,89.93450604218043,36.66724590712538,79.56538778365746,79.45876178973958,53.692124827528005,97.46351205935544,36.942550323103454,107.47912280351909,26.838764914069003,112.81734818795262,86.5279502574219,111.05600130595697,47.568583875521554,134.45772087223563,20.94237093391876,150.025219934944,7.670862205266048,162.94214094981376,99.98104656130121,133.66300120602364,68.70468607627491,152.95846104271303,56.358612952996005,153.27998348213964,49.6880506794381,151.7613381813521,115.77518817573964,150.1110946129738,104.77986901649608,170.2704231986934,90.25198906400975,173.8761390032654,77.57720189771011,172.150265022274
94.6408710025832,97.03667415509733,74.44256086006085,105.31891938344785,61.326100533860306,121.7779396889165,40.90815130813267,132.22714394174153,27.031564994245684,118.6124380641841,109.70733911159516,85.17765965278177,68.81822751880058,104.90086215345106,39.997155459918964,122.46570416801836,15.257778064653778,132.31630125984915,122.51673135346086,86.52079432681826,73.03753060863535,120.6061641391456,31.27378634310688,140.25709639877815,0.5212114694515531,147.6727351149657,123.93117489530471,93.46064620519722,74.49092368285028,120.28371127169756,36.173849670390204,129.45250210654154,10.634940131550623,130.88634278865732,116.92652711998834,102.22089220072664,87.77024634469177,126.80024328519428,61.43219187101504,135.70400612808254,42.85302766980057,137.28697754232914
119.45645883481512,96.70356688545637,110.22692770732122,78.82254579934164,90.5973060626503,68.27037279538207,72.66187098436903,65.08998592944985,63.07127164988522,58.44179071181224,83.6393379760986,83.1008404728463,54.93335416239944,101.54787266978424,34.57656071108193,112.88459884657716,25.14358420090294,120.60520726174863,91.14017092766524,111.37230762434076,52.66242602013915,135.87996469663054,22.722500582596258,152.3951820672565,10.13810551288117,165.14637832988788,102.91393294270681,132.51164911211097,69.37454471357,154.36309320553366,51.541172792611576,157.05376815854206,44.712879133354804,155.84472070115584,115.45692273783973,148.25534128185316,98.71734383236836,171.13473175642852,81.49387228610114,174.6233370004246,71.03280242669176,172.70884688462354
105.02861659481572,91.74859450360276,113.89328546200859,129.09052367340405,104.71878666242158,168.2306631283091,80.10868138286835,177.3100210204522,68.02252376675092,153.05840194458676,123.24881388393187,127.51347193069053,73.7345392273169,145.58830384076103,43.53475383246888,154.7656192988596,20.62454166522093,160.31974279130813,116.13371897456835,105.03640787063125,71.61554555231892,135.39289486530802,32.163066429283944,152.57748609458727,4.839142825435828,163.5887530013966,105.43465655056275,84.45571866719723,58.33179313348035,108.28600132302421,26.74885703410509,112.21598466072867,9.739193386737902,114.61289214782647,88.3980934228338,65.97169898663478,58.85553588168255,89.47172646814587,41.09995014153666,100.97311593203634,33.133518525384616,109.23542512691137
68.91480925631953,96.86253200097131,51.817050382747006,72.55714859438262,47.95410373261651,57.17304809473972,39.74191861182193,55.48001181094958,29.553458566625928,68.40887738884643,104.29265284111872,52.94416612127963,100.3425272307552,40.61654767427544,91.11687281635247,35.20325199712094,83.6668572695575,29.93801051445235,121.96435906483293,82.37667609908033,80.60387037630902,97.19408181711039,45.184805291355126,108.80592840243722,17.30209140010549,111.28433680541006,121.07300753469869,113.22258148899202,74.24086227725087,136.47870331057936,35.2351818264922,149.2154338548692,4.951043752354121,150.34789314033083,112.82958618817783,138.04704473452307,96.04739035441821,169.22098375783597,80.00762298308514,174.2427079285359,66.30932625607313,169.0579199009325
97.6606185512051,101.06133715097043,87.94311053124984,70.71504831813539,85.71560507859026,47.03568729125212,77.69227069929948,40.865879229163646,69.74681830674652,44.888256322639364,102.16402028763727,53.124675621243135,92.3590098249495,50.93796282041771,79.2346490232871,54.81754432298388,59.03933097919447,56.49614026600895,114.1834047637218,84.0164205651741,71.01094647351111,98.73909417562449,35.77793548076122,109.19560192524229,9.299950776035514,114.34962805772726,118.15996320155489,115.08391665001494,71.40562587375577,136.9456283008416,30.496209594387388,149.69622188820708,-0.8706902637323981,153.5924651011797,119.31398041272976,143.78708806532543,108.11060305917414,169.4059984631642,86.85480714013426,178.4816434685839,67.4154512118274,178.87326204795684
120.38152235965964,75.72441129063878,108.00949410837653,53.36509315933104,96.04623570140438,39.355305671543356,89.29426966900645,33.839600383000935,87.77856381183419,26.194407873604565,88.36578137948398,65.86866947142666,82.26364430748063,71.99456890205951,72.9573575568588,73.05107249019986,61.1643330071943,68.49545153518804,96.68843849562379,94.89771456892531,68.10891041468449,108.8811842595951,37.874478686381565,126.03391642999637,20.344716207136113,134.2492054686308,107.03319991172805,118.89987702227602,78.52851764014325,129.53696272273388,46.273787885379456,138.6292951445912,23.0811960932738,142.62527076610644,115.38971903753648,137.6260766680541,103.11117679889183,160.93509427060337,85.73686114551087,170.9923146930885,72.67510385771884,172.75135087630784
126.16369147217331,51.12061669553101,126.84437148567655,96.67690395860257,114.4120221297112,140.17805541563018,87.15750001631388,159.42951855796173,68.24939625885823,144.24039357911346,123.67202475947651,125.38716882216009,101.66426876686732,161.35331124763044,77.72549356756089,171.23224106859334,60.56191074979904,172.81500096099708,118.45994389570639,104.5006960945073,76.40762390330279,135.86133214108762,34.829417619944124,153.80761807014673,9.310457661603039,161.5633585119422,109.55680163495536,74.5560519476452,67.2900131926869,102.51719932491645,32.29880351956343,111.50743510217787,15.808859152592513,119.33464833536367,95.13630134171001,44.29668080756305,73.37057270323338,52.1225333197841,66.37720438652701,49.47657559388848,69.83687140910135,47.053122569473956
113.24971987164173,76.00391757475624,109.66615599417095,98.98936399786648,93.51255478710766,121.5954763316775,72.82022845161734,134.2456123872072,52.59350904804052,135.8609836815454,102.73353204794893,117.84736333138744,66.10472966524301,130.6376863002207,45.08466854812023,129.23840407300486,31.08590041437308,126.36570366948064,106.58937966673902,118.29165451411987,61.61168735686545,138.0949108867945,25.010047863126786,148.77587137961999,-3.622306566828184,154.47069264261359,107.96357034200801,120.73031512802976,72.96158319498292,129.7803570674818,42.74109597908572,125.30487795439532,20.172253611030776,121.0456800650938,106.12843376687613,123.32251290873722,86.42540233816949,135.49627803950867,78.87910579389744,123.78780300249329,73.58508678132415,111.08678800287612
